HUC8,site,species,length,weight
UPI,1,BRT,71,3
UPI,1,BRT,78,7
UPI,1,BRT,84,7
UPI,1,BRT,76,4
UPI,1,BRT,77,5
UPI,1,BRT,65,3
UPI,1,BRT,251,210
UPI,1,BRT,270,234
UPI,1,BRT,270,247
UPI,1,BRT,223,128
UPI,1,BRT,242,175
UPI,1,BRT,292,330
UPI,1,BRT,255,241
UPI,1,BRT,253,182
UPI,10,BRT,177,53
UPI,12,BRT,201,97
UPI,12,BRT,179,63
UPI,12,BRT,132,23
UPI,12,BKT,257,191
UPI,12,BRT,166,54
UPI,14,BRT,271,241
UPI,14,BRT,222,133
UPI,14b,BRT,231,131
UPI,14b,BRT,241,149
UPI,14b,BRT,226,123
UPI,14b,BRT,228,132
UPI,14b,BRT,209,105
UPI,14b,BRT,193,75
UPI,14b,BRT,235,161
UPI,14b,BRT,159,47
UPI,14b,BRT,189,78
UPI,14b,BRT,201,101
UPI,14b,BRT,174,64
UPI,14b,BRT,410,700
UPI,14b,BRT,372,570
UPI,14b,BRT,350,456
UPI,14b,BRT,416,779
UPI,14b,BRT,224,125
UPI,14b,BRT,233,151
UPI,14b,BRT,186,88
UPI,14b,BRT,240,167
UPI,14b,BRT,204,111
UPI,18,BRT,191,83
UPI,18,BRT,200,90
UPI,22,BRT,372,504
UPI,22,BRT,287,230
UPI,22,BRT,295,281
UPI,22,BRT,152,38
UPI,22,BRT,140,29
UPI,22,BRT,154,48
UPI,22,BRT,243,126
UPI,22,BRT,290,247
UPI,22,BRT,271,179
UPI,22,BRT,339,322
UPI,22,BRT,369,442
UPI,22,BRT,275,194
UPI,22,BRT,285,205
UPI,22,BRT,269,176
UPI,22,BRT,321,300
UPI,22,BRT,302,256
UPI,22,BRT,260,138
UPI,22,BRT,279,206
UPI,22,BRT,346,346
UPI,22,BRT,196,71
UPI,22,BRT,164,52
UPI,22,BRT,150,35
UPI,22,BRT,124,20
UPI,22,BRT,248,129
UPI,22,BRT,305,268
UPI,22,BRT,378,469
UPI,22,BRT,371,403
UPI,22,BRT,340,349
UPI,22,BRT,281,215
UPI,22,BRT,251,142
UPI,22,BRT,231,120
UPI,22,BRT,251,146
UPI,22,BRT,260,167
UPI,22,BRT,281,206
UPI,22,BRT,241,165
UPI,22,BRT,264,147
UPI,22,BRT,220,100
UPI,22,BRT,167,46
UPI,22,BRT,151,30
UPI,22,BRT,146,30
UPI,22,BRT,126,22
UPI,26,BRT,345,449
UPI,26,BRT,142,27
UPI,26,BRT,444,929
UPI,26,BRT,121,20
UPI,35,BRT,272,219
UPI,35,BRT,28,225
UPI,35,BRT,257,177
UPI,35,BRT,255,158
UPI,35,BRT,270,194
UPI,35,BRT,173,60
UPI,35,BRT,315,345
UPI,35,BRT,156,42
UPI,35,BRT,196,91
UPI,35,BRT,193,83
UPI,35,BRT,225,130
UPI,35,BKT,76,3
UPI,35,BKT,80,6
UPI,35,BRT,264,182
UPI,35,BRT,312,332
UPI,35,BRT,324,358
UPI,35,BRT,170,51
UPI,35,BRT,178,56
UPI,35,BRT,145,31
UPI,35,BRT,115,15
UPI,35,BRT,146,37
UPI,35,BRT,349,418
UPI,35,BRT,370,548
UPI,35,BRT,270,199
UPI,35,BRT,170,60
UPI,35,BRT,152,44
UPI,35,BRT,136,27
UPI,35,BRT,177,64
UPI,35,BRT,125,15
UPI,35,BRT,126,21
UPI,35,BRT,222,127
UPI,35,BRT,178,66
UPI,35,BRT,141,38
UPI,35,BRT,172,67
UPI,35,BRT,151,48
UPI,35,BRT,173,65
UPI,35,BRT,189,82
UPI,35,BRT,291,254
UPI,35,BRT,157,42
UPI,35,BRT,153,36
UPI,35,BRT,185,72
UPI,35,BRT,163,49
UPI,35,BRT,152,42
UPI,35,BRT,156,44
UPI,35,BRT,150,40
UPI,35,BRT,244,157
UPI,35,BRT,300,279
UPI,35,BRT,340,400
UPI,35,BRT,343,476
UPI,35,BRT,335,417
UPI,35,BRT,345,462
UPI,35,BRT,294,271
UPI,35,BRT,281,251
UPI,35,BRT,203,106
UPI,35,BRT,240,168
UPI,35,BRT,254,174
UPI,35,BRT,152,57
UPI,35,BRT,272,219
UPI,35,BRT,165,51
UPI,35,BRT,165,49
UPI,35,BRT,305,298
UPI,35,BRT,291,244
UPI,35,BRT,240,166
UPI,35,BRT,370,458
UPI,35,BRT,320,331
UPI,35,BKT,312,298
UPI,35,BKT,255,169
UPI,35,BRT,291,252
UPI,35,BRT,325,308
UPI,35,BRT,280,218
UPI,35,BRT,355,438
UPI,35,BRT,333,404
UPI,35,BRT,270,200
UPI,35,BRT,211,90
UPI,35,BRT,145,30
UPI,35,BRT,145,33
UPI,35,BRT,186,79
UPI,35,BRT,195,85
UPI,35,BRT,293,251
UPI,35,BRT,215,93
UPI,35,BRT,135,125
UPI,35,BRT,260,175
UPI,35,BRT,170,62
UPI,35,BRT,180,55
UPI,35,BRT,190,63
UPI,35,BRT,173,59
UPI,35,BRT,293,226
UPI,35,BRT,343,410
UPI,35,BRT,312,300
UPI,35,BRT,284,234
UPI,35,BRT,256,160
UPI,35,BRT,374,670
UPI,35,BRT,283,179
UPI,35,BRT,281,224
UPI,35,BRT,333,380
UPI,35,BRT,312,300
UPI,35,BRT,232,99
UPI,35,BRT,199,108
UPI,35,BRT,260,182
UPI,35,BRT,262,175
UPI,35,BRT,260,195
UPI,35,BRT,172,46
UPI,35,BRT,158,41
UPI,35,BRT,162,50
UPI,35,BRT,154,49
UPI,35,BRT,331,365
UPI,35,BRT,307,285
UPI,35,BRT,335,357
UPI,35,BRT,215,112
UPI,35,BRT,189,91
UPI,35,BRT,160,44
UPI,35,BRT,135,30
UPI,35,BRT,160,44
UPI,35,BRT,135,30
UPI,35,BRT,150,44
UPI,35,BRT,233,146
UPI,35,BRT,180,75
UPI,35,BRT,160,58
UPI,35,BRT,140,32
UPI,35,BRT,166,46
UPI,35,BRT,113,17
UPI,35,BRT,126,21
UPI,35,BRT,135,29
UPI,35,BRT,120,18
UPI,35,BRT,350,469
UPI,35,BRT,396,644
UPI,35,BRT,420,629
UPI,35,BRT,323,348
UPI,35,BRT,303,294
UPI,35,BRT,319,313
UPI,35,BRT,278,240
UPI,35,BRT,271,226
UPI,35,BRT,302,282
UPI,35,BRT,320,291
UPI,35,BRT,251,172
UPI,35,BRT,285,268
UPI,35,BRT,242,158
UPI,35,BRT,233,125
UPI,35,BRT,172,61
UPI,35,BRT,203,94
UPI,35,BRT,181,65
UPI,35,BRT,192,73
UPI,35,BRT,216,110
UPI,35,BRT,183,69
UPI,35,BRT,201,92
UPI,35,BRT,185,64
UPI,35,BRT,165,59
UPI,35,BRT,145,32
UPI,35,BRT,185,69
UPI,35,BRT,170,50
UPI,35,BRT,142,31
UPI,35,BRT,144,35
UPI,35,BRT,115,14
UPI,35,BRT,175,49
UPI,35,BRT,142,29
UPI,35,BRT,161,46
UPI,35,BRT,329,385
UPI,35,BRT,370,485
UPI,35,BRT,373,460
UPI,35,BRT,135,25
UPI,35,BRT,145,33
UPI,35,BRT,115,16
UPI,35,BRT,133,21
UPI,35,BRT,142,28
UPI,35,BRT,250,161
UPI,35,BRT,165,50
UPI,35,BRT,181,72
UPI,35,BRT,164,59
UPI,35,BRT,140,28
UPI,35,BRT,149,35
UPI,35,BRT,148,33
UPI,35,BRT,126,26
UPI,35,BRT,105,13
UPI,35,BRT,113,16
UPI,38,BRT,212,95
UPI,38,BRT,167,38
UPI,38,BRT,245,131
UPI,38,BRT,317,296
UPI,38,BRT,152,42
UPI,38,BRT,315,314
UPI,38,BRT,282,236
UPI,38,BRT,294,256
UPI,38,BRT,374,472
UPI,38,BRT,300,253
UPI,38,BRT,324,339
UPI,38,BRT,320,334
UPI,38,BRT,307,256
UPI,38,BRT,361,385
UPI,38,BRT,177,256
UPI,38,BRT,350,366
UPI,38,BRT,295,230
UPI,38,BRT,204,75
UPI,38,BRT,170,55
UPI,38,BRT,282,208
UPI,38,BRT,370,407
UPI,38,BRT,282,199
UPI,38,BRT,231,300
UPI,38,BRT,272,179
UPI,38,BRT,285,214
UPI,38,BRT,339,300
UPI,38,BRT,250,140
UPI,38,BRT,368,430
UPI,38,BRT,353,319
UPI,38,BRT,342,331
UPI,38,BRT,303,269
UPI,38,BRT,335,357
UPI,38,BRT,391,512
UPI,38,BRT,269,192
UPI,38,BRT,262,165
UPI,38,BRT,159,47
UPI,61,BRT,321,408
UPI,61,BRT,218,120
UPI,61,BRT,296,304
UPI,61,BRT,233,137
UPI,61,BRT,310,361
UPI,85,BRT,362,524
UPI,85,BRT,371,455
UPI,85,BRT,332,336
UPI,85,BRT,282,238
UPI,85,BRT,264,164
UPI,85,BRT,250,156
UPI,85,BRT,199,83
UPI,85,BRT,242,138
UPI,85,BRT,262,183
UPI,85,BRT,202,77
UPI,85,BRT,221,116
UPI,85,BRT,332,386
UPI,85,BRT,300,281
UPI,85,BRT,229,120
UPI,85,BRT,293,221
UPI,85,BRT,224,114
UPI,85,BRT,146,30
UPI,85,BRT,213,92
UPI,85,BRT,296,240
UPI,85,BRT,247,129
UPI,85,BRT,305,254
UPI,85,BRT,225,108
UPI,85,BRT,254,158
UPI,85,BRT,208,99
UPI,85,BRT,241,154
UPI,85,BRT,245,154
UPI,85,BRT,272,193
UPI,85,BRT,203,78
UPI,85,BRT,161,42
UPI,85,BRT,232,113
UPI,85,BRT,153,38
UPI,85,BRT,147,36
UPI,85,BRT,174,55
UPI,85,BKT,194,68
UPI,85,BRT,240,154
UPI,85,BRT,280,194
UPI,85,BRT,234,123
UPI,85,BRT,246,148
UPI,85,BRT,244,138
UPI,85,BRT,263,180
UPI,85,BRT,179,55
UPI,85,BRT,231,115
UPI,85,BRT,241,149
UPI,85,BRT,154,39
UPI,85,BRT,158,39
UPI,85,BRT,144,27
UPI,85,BRT,144,38
UPI,85,BRT,151,38
UPI,85,BRT,123,21
UPI,85,BRT,211,93
UPI,85,BRT,300,263
UPI,85,BRT,236,121
UPI,85,BRT,273,198
UPI,85,BRT,206,86
UPI,85,BRT,218,97
UPI,85,BRT,232,141
UPI,85,BRT,164,43
UPI,85,BRT,174,60
UPI,85,BRT,141,32
UPI,85,BRT,188,74
UPI,85,BRT,192,67
UPI,85,BRT,188,57
UPI,85,BRT,185,70
UPI,85,BRT,192,71
UPI,85,BRT,175,60
UPI,85,BRT,162,51
UPI,85,BRT,190,80
UPI,85,BRT,165,49
UPI,85,BRT,140,26
UPI,85,BRT,312,283
UPI,85,BRT,183,63
UPI,85,BRT,227,109
UPI,85,BRT,277,211
UPI,85,BRT,251,156
UPI,85,BRT,202,94
UPI,85,BRT,176,55
UPI,85,BRT,154,37
UPI,85,BRT,178,59
UPI,85,BRT,250,152
UPI,85,BRT,271,194
UPI,85,BRT,263,168
UPI,85,BRT,261,169
UPI,85,BRT,152,36
UPI,85,BRT,180,64
UPI,85,BRT,162,42
UPI,85,BRT,210,95
UPI,85,BRT,173,53
UPI,85,BRT,175,62
UPI,85,BRT,139,26
UPI,85,BRT,138,26
UPI,85,BRT,146,30
UPI,85,BRT,115,17
UPI,85,BRT,156,39
UPI,85,BRT,148,33
UPI,85,BRT,167,50
UPI,85,BRT,124,18
UPI,85,BRT,234,162
UPI,85,BRT,119,17
UPI,85,BRT,126,22
UPI,85,BRT,151,36
UPI,85,BRT,142,30
UPI,86,BRT,215,104
UPI,86,BRT,75,5
UPI,86,BRT,80,7
UPI,86,BRT,77,7
UPI,86,BRT,235,149
UPI,86,BRT,223,135
UPI,86,BRT,207,99
UPI,86,BRT,80,3
UPI,86,BRT,79,3
UPI,86,BRT,214,115
UPI,86,BRT,243,151
UPI,86,BRT,190,81
UPI,86,BRT,182,70
UPI,86,BRT,182,67
UPI,109,RBT,287,301
UPI,109,BRT,295,278
UPI,109,BRT,265,193
UPI,109,BRT,298,326
UPI,109,BRT,204,97
UPI,109,BRT,217,109
UPI,109,BRT,261,185
UPI,109,BRT,186,84
UPI,109,BRT,207,110
UPI,109,BRT,239,144
UPI,109,BRT,78,6
UPI,109,BRT,84,6
UPI,109,BRT,62,3
UPI,109,BRT,78,5
UPI,109,BRT,295,287
UPI,109,BRT,284,243
UPI,109,BRT,340,357
UPI,109,BRT,302,298
UPI,109,BRT,273,246
UPI,109,BRT,246,178
UPI,109,BRT,261,170
UPI,117,BRT,281,238
UPI,117,BRT,226,128
UPI,117,BRT,249,172
UPI,117,BRT,137,31
UPI,117,BRT,262,180
UPI,117,BRT,251,154
UPI,117,BRT,327,337
UPI,117,BRT,240,145
UPI,117,BRT,243,158
UPI,117,BRT,201,88
UPI,117,BRT,237,142
UPI,117,BRT,242,149
UPI,117,BRT,264,186
UPI,117,BRT,260,192
UPI,117,BRT,245,155
UPI,117,BRT,290,238
UPI,117,BRT,250,152
UPI,117,BRT,177,51
UPI,117,BRT,148,32
UPI,117,BRT,257,192
UPI,117,BRT,247,176
UPI,117,BRT,243,148
UPI,117,BRT,230,130
UPI,117,BRT,123,16
UPI,117,BRT,268,197
UPI,117,BRT,239,146
UPI,117,BRT,253,178
UPI,117,BRT,166,50
UPI,117,BRT,274,173
UPI,117,BRT,118,16
UPI,117,BRT,141,35
UPI,117,BRT,256,193
UPI,117,BRT,42,17
UPI,117,BRT,233,145
UPI,117,BRT,244,166
UPI,117,BRT,243,162
UPI,117,BRT,223,125
UPI,117,BRT,115,17
UPI,117,BRT,264,195
UPI,117,BRT,243,140
UPI,117,BRT,127,27
UPI,117,BRT,143,38
UPI,117,BRT,212,109
UPI,117,BRT,169,59
UPI,117,BRT,120,30
UPI,117,BRT,207,93
UPI,117,BRT,123,21
UPI,117,BRT,110,14
UPI,117,BRT,208,99
UPI,117,BRT,152,37
UPI,117,BRT,132,30
UPI,117,BRT,121,25
UPI,117,BRT,200,78
UPI,117,BRT,223,117
UPI,117,BRT,162,51
UPI,117,BRT,170,47
UPI,117,BRT,150,37
UPI,117,BRT,125,22
UPI,117,BRT,111,18
UPI,117,BKT,249,133
UPI,117,BKT,246,157
UPI,117,BKT,220,82
UPI,117,BRT,310,288
UPI,117,BRT,166,49
UPI,117,BRT,218,103
UPI,117,BRT,306,262
UPI,117,BRT,222,120
UPI,117,BRT,233,132
UPI,117,BRT,246,158
UPI,117,BRT,219,99
UPI,117,BKT,225,123
UPI,117,BRT,210,91
UPI,117,BRT,242,144
UPI,117,BRT,167,51
UPI,117,BRT,221,111
UPI,117,BRT,172,57
UPI,117,BRT,147,40
UPI,117,BRT,196,84
UPI,117,BRT,172,63
UPI,117,BKT,262,159
UPI,117,BRT,229,118
UPI,117,BRT,221,133
UPI,117,BRT,276,207
UPI,117,BRT,139,265
UPI,117,BRT,170,110
UPI,117,BRT,198,117
UPI,117,BKT,226,113
UPI,117,BRT,291,231
UPI,117,BRT,265,194
UPI,117,BRT,314,348
UPI,117,BRT,251,171
UPI,117,BRT,245,147
UPI,117,BRT,77,5
UPI,117,BRT,210,90
UPI,117,BRT,190,75
UPI,117,BRT,182,67
UPI,117,BRT,146,34
UPI,117,BRT,171,59
UPI,117,BRT,122,21
UPI,123,BRT,223,86
UPI,123,BRT,169,57
UPI,123,BRT,165,54
UPI,123,BRT,175,59
UPI,123,BRT,194,84
UPI,123,BRT,178,64
UPI,123,BRT,304,262
UPI,123,BRT,299,257
UPI,123,BRT,299,262
UPI,123,BRT,239,137
UPI,123,BRT,251,160
UPI,123,BRT,272,207
UPI,123,BRT,197,88
UPI,123,BRT,134,29
UPI,123,BRT,313,284
UPI,123,BRT,247,168
UPI,123,BRT,214,104
UPI,123,BRT,154,44
UPI,130,BRT,266,197
UPI,130,BRT,224,108
UPI,130,BKT,181,72
UPI,130,BRT,131,22
UPI,130,BRT,238,145
UPI,130,BRT,153,36
UPI,130,BKT,165,59
UPI,130,BRT,110,17
UPI,130,BKT,216,107
UPI,130,BRT,146,34
UPI,130,BRT,120,22
UPI,130,BRT,94,12
UPI,130,BRT,230,136
UPI,130,BRT,156,43
UPI,130,BRT,138,32
UPI,130,BRT,176,63
UPI,149,BRT,13.1,361
UPI,149,BRT,12,280
UPI,149,BRT,12.8,285
UPI,149,BRT,6.3,44
UPI,149,BRT,13.6,373
UPI,149,BRT,10.8,209
UPI,149,BRT,11.4,234
UPI,149,BRT,7.9,89
UPI,149,BRT,9.6,145
UPI,149,BRT,6.9,60
UPI,149,BKT,9.8,151
UPI,149,BKT,9.4,130
UPI,149,BKT,8.5,101
UPI,149,BKT,8.3,94
UPI,149,BKT,11.8,243
UPI,149,BKT,9,118
UPI,149,BKT,10.3,158
UPI,149,BKT,9.2,120
UPI,149,BKT,9.1,141
UPI,149,BKT,9.6,145
UPI,149,BKT,10.1,172
UPI,149,BKT,8.2,108
UPI,149,BKT,9.3,133
UPI,149,BKT,8.9,103
UPI,149,BKT,8.6,85
UPI,149,BRT,11,204
UPI,149,BRT,9.8,161
UPI,149,BRT,9.9,159
UPI,149,BRT,9.7,131
UPI,149,BRT,10.3,179
UPI,149,BRT,10.5,157
UPI,149,BRT,11.3,223
UPI,149,BRT,9.5,122
UPI,149,BRT,7.1,69
UPI,149,BRT,10.3,178
UPI,149,BRT,7.7,79
UPI,149,BRT,9.3,132
UPI,149,BRT,7.6,82
UPI,149,BRT,6.4,47
UPI,149,BRT,7,64
UPI,149,BRT,7.7,86
UPI,149,BRT,9.2,141
UPI,149,BRT,6.7,52
UPI,149,BKT,7.6,67
UPI,149,BKT,8.5,100
UPI,149,BKT,7.7,76
UPI,149,BKT,6.6,48
UPI,149,BKT,7.5,69
UPI,149,BKT,3.5,11
UPI,149,BKT,3.2,10
UPI,149,BKT,3.3,10
UPI,149,BKT,3.4,10
UPI,149,BKT,3.3,6
UPI,149,BKT,2.6,2
UPI,149,BKT,3.2,4
UPI,149,BKT,3.9,8
UPI,149,BKT,3.5,4
UPI,149,BRT,2.8,1
UPI,149,BRT,2.4,1
UPI,149,BKT,3,4
UPI,149,BRT,8,92
UPI,149,BRT,6.7,54
UPI,149,BRT,5.9,36
UPI,149,BRT,7,56
UPI,149,BRT,5.2,24
UPI,149,BRT,5.2,23
UPI,149,BRT,5,21
UPI,149,BRT,2.9,4
UPI,149,BRT,2.8,4
UPI,149,BRT,2.9,4
UPI,149,BRT,2.7,3
UPI,149,BRT,2.7,3
UPI,149,BRT,2.5,2
UPI,149,BRT,3,5
UPI,149,BRT,3.4,6
UPI,149,BRT,2.9,3
UPI,149,BRT,2.5,2
UPI,149,BRT,2.5,2
UPI,149,BKT,3,4
UPI,149,BKT,2.9,3
UPI,149,BRT,11.6,228
UPI,149,BRT,12.7,290
UPI,149,BRT,12.9,352
UPI,149,BRT,9.6,154
UPI,149,BRT,10.7,195
UPI,149,BRT,7.5,75
UPI,149,BRT,8.1,89
UPI,149,BRT,6.2,36
UPI,149,BRT,6.7,52
UPI,149,BKT,7.4,70
UPI,149,BKT,7.3,64
UPI,149,BRT,7.1,59
UPI,149,BRT,5.8,35
UPI,149,BKT,2.9,5
UPI,149,BKT,3.1,4
UPI,149,BRT,3,4
UPI,149,BRT,2.7,3
UPI,149,BKT,3.5,7
UPI,149,BKT,3.2,5
UPI,149,BRT,2.7,4
UPI,149,BKT,3.6,6
UPI,149,BKT,2.8,3
UPI,149,BKT,2.5,2
UPI,149,BKT,3.2,4
UPI,149,BRT,3,3
UPI,149,BRT,2.8,3
UPI,149,BRT,2.4,2
UPI,149,BKT,2.5,2
UPI,149,BKT,3,5
UPI,149,BRT,2.8,3
UPI,149,BRT,2.7,3
UPI,149,BRT,2.7,3
UPI,149,BKT,3,4
UPI,149,BKT,3.4,7
UPI,149,BKT,3.7,9
UPI,149,BKT,2.4,2
UPI,149,BRT,2.7,3
UPI,149,BRT,2.3,2
UPI,149,BKT,2.5,2
UPI,149,BKT,3.4,7
UPI,149,BRT,2.7,4
UPI,149,BRT,2.5,2
UPI,149,BKT,2.5,3
UPI,149,BKT,2.4,3
UPI,149,BKT,2.4,2
UPI,149,BKT,2.4,2
UPI,149,BRT,13.6,399
UPI,149,BRT,10.7,205
UPI,149,BRT,10.9,245
UPI,149,BRT,7.3,70
UPI,149,BRT,11.9,299
UPI,149,BRT,6.6,52
UPI,149,BRT,9.7,130
UPI,149,BRT,11.3,221
UPI,149,BRT,9.5,129
UPI,149,BRT,7.9,72
UPI,149,BRT,7.8,77
UPI,149,BRT,7.6,80
UPI,149,BRT,10.4,185
UPI,149,BRT,11.2,234
UPI,149,BRT,10.4,197
UPI,149,BKT,9.8,150
UPI,149,BKT,9.3,108
UPI,149,BKT,10.2,146
UPI,149,BKT,7.2,60
UPI,149,BKT,9.8,165
UPI,149,BKT,7.2,58
UPI,149,BKT,10,149
UPI,149,BKT,9.2,103
UPI,149,BKT,9.8,134
UPI,149,BKT,6.9,54
UPI,149,BKT,5.8,34
UPI,149,BKT,7.3,57
UPI,149,BKT,5.8,NA
UPI,149,BRT,9.4,141
UPI,149,BRT,12.3,312
UPI,149,BRT,6.6,51
UPI,149,BRT,7.9,82
UPI,149,BRT,7.5,69
UPI,149,BRT,7.3,71
UPI,149,BRT,8,96
UPI,149,BRT,7.3,62
UPI,149,BRT,8.4,118
UPI,149,BRT,6.5,50
UPI,149,BRT,7.6,81
UPI,149,BRT,8.7,125
UPI,149,BRT,6.1,37
UPI,149,BRT,6.6,56
UPI,149,BKT,9.4,135
UPI,149,BKT,8.4,90
UPI,149,BKT,7.4,64
UPI,149,BKT,5.9,38
UPI,149,BKT,3.1,6
UPI,149,BKT,3.6,10
UPI,149,BKT,3.3,7
UPI,149,BKT,7.5,4
UPI,149,BKT,3.8,9
UPI,149,BKT,6.1,39
UPI,149,BKT,3.2,5
UPI,149,BKT,3.8,10
UPI,149,BKT,3.3,6
UPI,149,BKT,3.4,6
UPI,149,BKT,3.4,6
UPI,149,BKT,3.3,6
UPI,149,BKT,3.5,6
UPI,149,BKT,2.9,4
UPI,149,BKT,3,5
UPI,149,BKT,3.6,9
UPI,149,BRT,5.9,32
UPI,149,BRT,6.4,48
UPI,149,BRT,6.4,44
UPI,149,BRT,6.5,46
UPI,149,BRT,6.3,44
UPI,149,BRT,5.2,23
UPI,149,BRT,6.1,37
UPI,149,BRT,5.7,29
UPI,149,BRT,6.7,50
UPI,149,BRT,2.9,4
UPI,149,BRT,2.8,4
UPI,149,BRT,3,5
UPI,149,BRT,2.4,3
UPI,149,BRT,2.5,3
UPI,149,BRT,2.9,3
UPI,149,BRT,2.5,2
UPI,149,BRT,2.8,4
UPI,149,BRT,2.7,3
UPI,149,BRT,2.6,3
UPI,149,BRT,2.9,3
UPI,149,BRT,2.3,2
UPI,149,BRT,3,4
UPI,149,BRT,2.5,2
UPI,149,BRT,2.8,3
UPI,149,BKT,2.6,3
UPI,149,BKT,3.1,5
UPI,149,BKT,3.5,7
UPI,149,BKT,2.7,2
UPI,149,BRT,2.6,2
UPI,149,BRT,12.2,265
UPI,149,BRT,11.4,220
UPI,149,BRT,12.6,261
UPI,149,BRT,10.7,191
UPI,149,BKT,6.7,48
UPI,149,BRT,6.3,48
UPI,149,BRT,11.1,227
UPI,149,BRT,12,261
UPI,149,BRT,8.2,90
UPI,149,BRT,9.8,167
UPI,149,BRT,7.4,77
UPI,149,BRT,8.7,99
UPI,149,BRT,6.6,46
UPI,149,BRT,5.4,30
UPI,149,BRT,5.5,27
UPI,149,BRT,6.5,45
UPI,149,BKT,3.4,5
UPI,149,BKT,3.7,8
UPI,149,BRT,5.4,29
UPI,149,BRT,7,62
UPI,149,BKT,9.1,112
UPI,149,BKT,3.7,8
UPI,149,BKT,3.4,6
UPI,149,BRT,7.3,65
UPI,149,BRT,7.4,74
UPI,149,BRT,6.1,37
UPI,149,BRT,6.9,53
UPI,149,BKT,7,60
UPI,149,BRT,7.4,72
UPI,149,BRT,6.9,55
UPI,149,BKT,9.5,122
UPI,149,BKT,3.3,6
UPI,149,BKT,2.9,3
UPI,149,BKT,3.2,5
UPI,149,BKT,2.9,5
UPI,149,BKT,3.4,6
UPI,149,BKT,2.6,3
UPI,149,BRT,5.5,28
UPI,149,BRT,5.1,26
UPI,149,BRT,5.1,24
UPI,149,BRT,7.1,63
UPI,149,BRT,7.5,76
UPI,149,BRT,7,64
UPI,149,BRT,5.6,31
UPI,149,BRT,7.7,76
UPI,149,BRT,6.5,48
UPI,149,BRT,5.4,25
UPI,149,BRT,6.5,46
UPI,149,BRT,6.4,45
UPI,149,BRT,6.3,42
UPI,149,BRT,6.3,39
UPI,149,BKT,3.5,7
UPI,149,BKT,2.9,4
UPI,149,BKT,3.4,6
UPI,149,BKT,3.5,7
UPI,149,BKT,2.7,4
UPI,149,BKT,2.8,3
UPI,149,BRT,2.2,1
UPI,149,BRT,2.5,3
UPI,149,BRT,3,4
UPI,149,BRT,2.9,4
UPI,149,BRT,12.2,266
UPI,149,BRT,10.8,187
UPI,149,BRT,10,168
UPI,149,BRT,10.1,133
UPI,149,BRT,11.3,241
UPI,149,BRT,10.3,169
UPI,149,BRT,14.6,425
UPI,149,BRT,10.3,169
UPI,149,BRT,9.4,132
UPI,149,BRT,10.2,175
UPI,149,BRT,9.5,151
UPI,149,BRT,10.6,196
UPI,149,BKT,10.5,175
UPI,149,BRT,9.9,147
UPI,149,BRT,6.2,40
UPI,149,BRT,6.7,50
UPI,149,BKT,2.9,4
UPI,149,BKT,9.4,125
UPI,149,BKT,8.3,82
UPI,149,BKT,6.7,45
UPI,154,BRT,279,205
UPI,154,BRT,207,100
UPI,154,BRT,309,324
UPI,154,BRT,287,265
UPI,154,BRT,198,85
UPI,154,BKT,217,131
UPI,154,BRT,185,78
UPI,154,BRT,212,99
UPI,154,BRT,202,97
UPI,154,BRT,395,536
UPI,154,BKT,269,193
UPI,154,BRT,297,276
UPI,154,BRT,378,491
UPI,154,BRT,196,85
UPI,154,BKT,174,52
UPI,154,BRT,216,117
UPI,154,BRT,175,57
UPI,154,BRT,223,127
UPI,154,BRT,182,74
UPI,154,BRT,201,79
UPI,154,BRT,184,66
UPI,154,BKT,241,128
UPI,154,BKT,288,235
UPI,154,BKT,200,78
UPI,154,BKT,268,188
UPI,154,BRT,303,266
UPI,154,BRT,297,271
UPI,154,BRT,259,177
UPI,154,BRT,220,100
UPI,154,BKT,256,164
UPI,154,BRT,199,82
UPI,154,BRT,257,182
UPI,154,BRT,182,58
UPI,154,BRT,181,73
UPI,154,BKT,248,150
UPI,154,BKT,245,166
UPI,154,BRT,375,535
UPI,154,BRT,345,407
UPI,154,BRT,242,153
UPI,154,BRT,292,300
UPI,154,BRT,294,286
UPI,154,BRT,242,167
UPI,154,BRT,253,189
UPI,154,BRT,287,230
UPI,154,BRT,210,102
UPI,154,BRT,280,226
UPI,154,BRT,262,179
UPI,154,BRT,207,84
UPI,154,BKT,269,180
UPI,154,BKT,201,85
UPI,154,BRT,304,303
UPI,154,BRT,232,143
UPI,154,BKT,198,85
UPI,154,BKT,268,194
UPI,154,BRT,231,118
UPI,154,BKT,212,89
UPI,154,BKT,161,46
UPI,154,BKT,152,41
UPI,154,BRT,219,115
UPI,154,BKT,182,61
UPI,154,BRT,195,92
UPI,154,BKT,202,82
UPI,154,BRT,184,61
UPI,154,BKT,203,100
UPI,154,BRT,185,68
UPI,154,BKT,241,160
UPI,154,BRT,217,118
UPI,154,BKT,159,53
UPI,154,BRT,187,87
UPI,154,BRT,203,99
UPI,154,BRT,203,104
UPI,154,BRT,184,67
UPI,154,BKT,71,5
UPI,154,BRT,178,67
UPI,154,BKT,238,138
UPI,154,BRT,207,89
UPI,154,BKT,186,85
UPI,154,BKT,280,180
UPI,154,BRT,302,310
UPI,154,BRT,297,256
UPI,154,TGT,251,192
UPI,154,BRT,201,105
UPI,154,BKT,243,161
UPI,154,BKT,253,171
UPI,154,BKT,230,129
UPI,154,BKT,194,92
UPI,154,BKT,250,173
