"uid","HUC8","Site","Year","JD","temp","ph","do","t1_eff","t2_eff","t3_eff","effsec","t1_avwid","t2_avwid","t3_avwid","avwid","sdwid","t1_avdep","t2_avdep","t3_avdep","avdep","sdDep","t1_maxdep","t2_maxdep","t3_maxdep","maxdep","W/D","pctclay","pctsilt","pctsand","pctfines","pctgrvl","pctcbbl","pctbldr","pctrock","subprop","t1_flow","t2_flow","t3_flow","mFlow","sdFlow","t1_maxflow","t2_maxflow","t3_maxflow","maxflow","pctRiffle","pctrun","t1_pctslow","t2_pctslow","t3_pctslow","pctslow","machabprop","AVembed","pctEmb1","t1_LWD","t2_LWD","t3_LWD","LWD","FWD","t1_under","t2_under","t3_under","under","t1_boulder","t2_boulder","t3_boulder","boulder","t1_depool","t2_depool","t3_depool","depool","bnkahz%","bnkamd%","bnkavr%","Avbnka","bnkbare%","AvChnlOpen%","chshdSD%","AvChnlShd%","RchLength"
33,"UPI","123",2018,18148,14.3,10.21,9.65,1090,929,1284,3303,4.4625,4.2375,4.6625,4.45416666666667,1.46316487426242,0.35,0.184285714285714,0.375714285714286,0.305454545454545,0.187684229435663,0.8,0.34,0.76,0.8,14.5820932539683,0,2.27272727272727,4.54545454545455,6.81818181818182,2.27272727272727,90.9090909090909,0,93.1818181818182,90.9090909090909,0.180666666666667,0.352307692307692,0.181538461538462,0.234545454545454,0.217142698183032,0.51,1.24,0.34,1.24,29.1666666666667,0.521739130434783,12.5,0,12.5,8.33333333333333,50,1.75,66.6666666666667,0,0.375,0.25,0.208333333333333,0.625,0,0,0.75,0.25,0.5,0,0,0.166666666666667,0.25,0,0.75,0.333333333333333,29.1666666666667,50,20.8333333333333,34.375,1.08333333333333,11.20826709062,7.2200577221783,88.79173290938,150
34,"UPI","128",2018,18180,15.7,7.68,11.04,641,360,217,1218,3.3875,3.5875,2.5375,3.17083333333333,0.789319556528811,0.383846153846154,0.215,0.33,0.299189189189189,0.135449424312348,0.64,0.36,0.44,0.64,10.5980879253237,8.10810810810811,62.1621621621622,13.5135135135135,83.7837837837838,10.8108108108108,5.40540540540541,0,16.2162162162162,62.1621621621622,0.168461538461538,0.284666666666667,0.345,0.26027027027027,0.151428136356757,0.36,0.55,0.79,0.79,4.16666666666667,0.791666666666667,12.5,0,0,4.16666666666667,79.1666666666667,0.333333333333333,8.33333333333333,0.625,0,0,0.208333333333333,0.708333333333333,0.25,0.25,0,0.166666666666667,0,0,0,0,4,0.25,0.25,1.5,33.3333333333333,50,16.6666666666667,27.9166666666667,1.25,52.6486486486487,16.6961073307523,47.3513513513513,150
35,"UPI","130",2018,18151,11.2,7.7,7.4,406,653,530,1589,3.275,2.3375,3.1625,2.925,1.61413592445268,0.283333333333333,0.17,0.403846153846154,0.285789473684211,0.198516546780518,0.58,0.38,0.78,0.78,10.2348066298343,0,45.945945945946,0,45.945945945946,0,54.0540540540541,0,54.0540540540541,54.0540540540541,0.0308333333333333,0.106153846153846,0.0675,0.0673684210526316,0.10983240821696,0.15,0.33,0.46,0.46,16.6666666666667,0.208333333333333,50,25,50,41.6666666666667,41.6666666666667,1.33333333333333,41.6666666666667,0.25,0.5,1,0.583333333333333,0.791666666666667,0,0,0,0,3.5,0.5,1.25,1.75,0.666666666666667,0.5,2,1.09090909090909,16.6666666666667,70.8333333333333,12.5,32.0833333333333,0.416666666666667,9.00900900900901,5.130189136836,90.990990990991,120
36,"UPI","135",2018,18204,14.5,7.78,10.3,697,627,267,1591,1.3625,1.425,1.4375,1.40833333333333,0.430284705208344,0.246,0.238,0.172,0.218666666666667,0.11410017780316,0.56,0.38,0.24,0.56,6.4405487804878,0,76.6666666666667,0,76.6666666666667,3.33333333333333,20,0,23.3333333333333,76.6666666666667,0.269,0.154444444444444,0.19,0.198333333333333,0.167127523751782,0.9,0.24,0.42,0.9,20.8333333333333,0.416666666666667,37.5,25,12.5,25,41.6666666666667,0.583333333333333,25,0.375,0,0.25,0.208333333333333,0.458333333333333,1.25,1.25,0.75,1.08333333333333,0,0,0,0,1.25,0.5,0,0.583333333333333,0,66.6666666666667,33.3333333333333,42.7083333333333,0.583333333333333,94.1441441441441,5.41162769282166,5.85585585585585,80
37,"UPI","149",2018,18194,13.1,8.12,11.52,2178,2164,1094,5436,4.6125,4.31875,7.36875,5.43333333333333,1.91138844746469,0.295333333333333,0.233125,0.651875,0.395531914893617,0.25917770058598,0.68,0.66,0.98,0.98,13.7367760444684,2.17391304347826,30.4347826086957,0,32.6086956521739,0,65.2173913043478,2.17391304347826,67.3913043478261,65.2173913043478,0.351333333333333,0.31125,0.0225,0.225744680851064,0.278222187413078,1.02,0.85,0.07,1.02,33.3333333333333,0.130434782608696,37.5,12.5,75,41.6666666666667,41.6666666666667,0.416666666666667,8.33333333333333,0.5,0.25,0,0.25,1.08333333333333,0.75,0,1.25,0.666666666666667,0.5,0,0.5,0.333333333333333,2,0,3.25,1.75,16.6666666666667,66.6666666666667,16.6666666666667,37.7083333333333,0.458333333333333,53.7537537537538,11.997089594154,46.2462462462462,150
38,"UPI","154",2018,18213,15.4,8.44,14.32,1593,1509,1473,4575,4.15,3.375,4.2375,3.92083333333333,1.79878682949676,0.347692307692308,0.23,0.351666666666667,0.310810810810811,0.222740237077213,0.74,0.58,1,1,12.6148550724638,0,2.7027027027027,0,2.7027027027027,0,94.5945945945946,2.7027027027027,97.2972972972973,94.5945945945946,0.155833333333333,0.311818181818182,0.249166666666667,0.231351351351351,0.262002567440369,0.97,0.74,0.8,0.97,41.6666666666667,0.208333333333333,50,12.5,50,37.5,41.6666666666667,0.75,8.33333333333333,0,0,0,0,0.208333333333333,0,1.25,1.75,1,0.25,0.25,0.75,0.416666666666667,2.25,0.75,1.5,1.5,16.6666666666667,62.5,20.8333333333333,38.75,0.25,89.3481717011129,10.7419911716381,10.6518282988871,117
39,"UPI","156",2018,18198,10.5,8.38,13.25,443,358,437,1238,4.4,3.1125,2.4875,3.33333333333333,1.46870740764638,0.2325,0.193333333333333,0.153333333333333,0.197,0.119876004313859,0.54,0.52,0.3,0.54,16.9204737732657,2.5,5,7.5,15,2.5,82.5,0,85,82.5,0.196666666666667,0.273636363636364,0.303636363636364,0.2665,0.195153457040535,0.42,0.56,0.8,0.8,62.5,0.25,25,12.5,0,12.5,62.5,0.833333333333333,16.6666666666667,1.25,0,0.75,0.666666666666667,1.08333333333333,0,0.25,0,0.0833333333333333,0.25,1,1,0.75,0.75,0.25,1,0.666666666666667,29.1666666666667,50,20.8333333333333,30,0.583333333333333,2.77777777777778,2.17105782131478,97.2222222222222,68
40,"UPI","157",2018,18156,14.8,8.2,10.8,1260,1262,804,3326,7.65,5.7,3.8875,5.74583333333333,2.33610213569651,0.36125,0.350625,0.584375,0.432083333333333,0.184032355311283,0.6,0.65,0.8,0.8,13.297974927676,0,45.8333333333333,0,45.8333333333333,0,50,4.16666666666667,54.1666666666667,50,0.241875,0.195,0.0975,0.178125,0.200898579790157,1.1,0.38,0.17,1.1,8.33333333333333,0.521739130434783,12.5,0,0,4.16666666666667,50,0.666666666666667,25,0,0.25,0,0.0833333333333333,0.291666666666667,0.25,0.5,1,0.583333333333333,1,1.25,0,0.75,1.25,1,1.75,1.33333333333333,20.8333333333333,58.3333333333333,20.8333333333333,37.5,0.416666666666667,64.8648648648649,15.8317769467082,35.1351351351351,150
41,"UPI","163",2018,18157,16,8.5,10.29,615,552,402,1569,4.0875,4.5375,4.4125,4.34583333333333,1.46731910718795,0.298571428571429,0.1225,0.333333333333333,0.247555555555556,0.204463328069492,0.88,0.26,0.82,0.88,17.5549820466786,0,8.88888888888889,0,8.88888888888889,2.22222222222222,88.8888888888889,0,91.1111111111111,88.8888888888889,0.0915384615384615,0.201333333333333,0.117142857142857,0.135333333333333,0.133546042451828,0.47,0.43,0.42,0.47,25,0.375,25,0,50,25,37.5,1.91666666666667,58.3333333333333,0,0.375,0,0.125,0.5,0,0,0,0,0.75,1,0.25,0.666666666666667,1.5,0.5,2.75,1.58333333333333,25,54.1666666666667,20.8333333333333,32.7083333333333,0.5,27.1814671814672,13.3701662120489,72.8185328185328,60
42,"UPI","170",2018,18151,14.6,8.81,8.91,217,128,220,565,1.85,1.7,1.9875,1.84583333333333,0.798356554683305,0.14,0.1175,0.0925,0.116666666666667,0.0719097663238702,0.3,0.24,0.16,0.3,15.8214285714286,0,33.3333333333333,0,33.3333333333333,0,66.6666666666667,0,66.6666666666667,66.6666666666667,0.09125,0.075,0.09625,0.0875,0.0879846824613585,0.29,0.23,0.25,0.29,0,0.458333333333333,75,50,37.5,54.1666666666667,54.1666666666667,0.833333333333333,33.3333333333333,0.5,0.625,0.5,0.541666666666667,0.5,0.25,0,0,0.0833333333333333,0.5,1.25,0.75,0.833333333333333,0.75,0.5,0.5,0.583333333333333,33.3333333333333,62.5,4.16666666666667,26.25,0.625,4.5045045045045,3.44656174742132,95.4954954954955,50
43,"UPI","14b",2018,18193,12.2,8.27,11.8,527,413,586,1526,1.85,1.85,4.0125,2.57083333333333,1.33627619075213,0.27,0.165454545454545,0.576363636363636,0.339375,0.20874335994848,0.5,0.26,0.78,0.78,7.57519950890117,0,43.75,18.75,62.5,9.375,28.125,0,37.5,43.75,0.32,0.556363636363636,0.05,0.3084375,0.296300951791009,1.1,0.89,0.09,1.1,25,0.416666666666667,0,0,100,33.3333333333333,41.6666666666667,0.416666666666667,8.33333333333333,0,0,0.25,0.0833333333333333,0.125,0.25,1.25,0.25,0.583333333333333,0,0,0,0,0.75,0.25,3.75,1.58333333333333,8.33333333333333,66.6666666666667,20.8333333333333,37.8260869565217,0,100,0,0,100
44,"UPI","32b",2018,18143,18.1,8.63,12.16,442,503,424,1369,2.0125,2.0875,1.85,1.98333333333333,0.28539319431675,0.221428571428571,0.321875,0.41,0.303421052631579,0.120859004647016,0.38,0.48,0.52,0.52,6.53657126337091,0,15.7894736842105,2.63157894736842,18.4210526315789,15.7894736842105,65.7894736842105,0,81.5789473684211,65.7894736842105,0.379230769230769,0.255333333333333,0.32375,0.310263157894737,0.197299153326292,0.77,0.58,0.83,0.83,8.33333333333333,0.91304347826087,0,0,0,0,87.5,1.16666666666667,25,0,0,0,0,0.166666666666667,1,1,1,1,0.25,0,0.5,0.25,0.5,0.5,0.25,0.416666666666667,0,91.6666666666667,8.33333333333333,39.7916666666667,0.416666666666667,92.9429429429429,6.08893778903125,7.05705705705707,50
45,"UPI","57b",2018,18191,17.5,7.99,11.08,420,573,1025,2018,2.3875,3.1125,3.525,3.00833333333333,0.765515834423837,0.190909090909091,0.325454545454545,0.559166666666667,0.364411764705882,0.218745613656048,0.46,0.62,0.82,0.82,8.25531342480495,0,78.125,3.125,81.25,0,18.75,0,18.75,78.125,0.137272727272727,0.154545454545455,0.0283333333333333,0.104411764705882,0.162633463634521,0.32,0.78,0.09,0.78,12.5,0.291666666666667,12.5,37.5,87.5,45.8333333333333,45.8333333333333,0.166666666666667,8.33333333333333,0.375,0.625,0.25,0.416666666666667,0.958333333333333,0,0.25,0,0.0833333333333333,0,0,0,0,1.5,2.25,4,2.58333333333333,8.33333333333333,87.5,4.16666666666667,38.3333333333333,3.16666666666667,60.5855855855856,15.9219076387581,39.4144144144144,70
46,"UPI","201_NCT",2018,18208,13.5,8.49,12.65,512,432,401,1345,4.7375,4.15,4.9875,4.625,1.45549931668468,0.213333333333333,0.135833333333333,0.164166666666667,0.171111111111111,0.124734638969014,0.5,0.32,0.63,0.63,27.0292207792208,3.7037037037037,0,0,3.7037037037037,0,85.1851851851852,11.1111111111111,96.2962962962963,85.1851851851852,0.1875,0.254166666666667,0.324545454545455,0.253428571428571,0.254638646587933,0.4,0.76,1.04,1.04,45.8333333333333,0.291666666666667,12.5,12.5,12.5,12.5,45.8333333333333,0.833333333333333,0,0,0,0,0,0.291666666666667,0,0,0,0,1.25,2.66666666666667,2.5,2.09090909090909,1,0.5,0,0.545454545454545,45.8333333333333,45.8333333333333,8.33333333333333,25.625,0,31.006006006006,12.9161827866354,68.993993993994,98
47,"UPI","202_CWT",2018,18208,14.7,8.53,11.05,670,380,380,1430,3.5125,2.8125,2.225,2.85,0.930637929874845,0.278333333333333,0.156363636363636,0.162,0.202424242424242,0.110765244521643,0.48,0.28,0.22,0.48,14.0793413173653,0,9.09090909090909,3.03030303030303,12.1212121212121,0,87.8787878787879,0,87.8787878787879,87.8787878787879,0.305833333333333,0.542727272727273,0.728,0.512727272727273,0.317039752311054,0.78,0.92,1.23,1.23,66.6666666666667,0.304347826086957,0,0,0,0,66.6666666666667,1.75,50,0,0.25,0.5,0.25,0.291666666666667,0.25,0,0,0.0833333333333333,0,0,0.25,0.0833333333333333,1.25,0,0,0.416666666666667,50,45.8333333333333,4.16666666666667,24.5833333333333,0.35,32.618825722274,13.8639590163096,67.381174277726,90
48,"YEL","1",2018,18158,13.5,8.56,10.11,2200,1072,1133,4405,5.6875,5.925,6.375,5.99583333333333,1.19472724435572,0.32625,0.4225,0.224375,0.324375,0.15672046194256,0.59,0.88,0.48,0.88,18.4842646114322,0,20.8333333333333,4.16666666666667,25,8.33333333333333,64.5833333333333,2.08333333333333,75,64.5833333333333,0.314,0.197333333333333,0.294666666666667,0.265,0.171364983140689,0.56,0.53,0.85,0.85,29.1666666666667,0.583333333333333,0,25,0,8.33333333333333,58.3333333333333,0.5,8.33333333333333,0.625,0.25,1,0.625,0.875,0,0,0.5,0.166666666666667,1.5,0,0.25,0.583333333333333,0.75,1.5,0.5,0.916666666666667,8.33333333333333,70.8333333333333,20.8333333333333,41.0416666666667,0.916666666666667,19.5195195195195,11.8782180267944,80.4804804804805,150
49,"YEL","4",2018,18171,13.4,8.41,10.77,884,631,410,1925,3.2375,2.1875,1.775,2.4,1.00606854291518,0.138333333333333,0.223333333333333,0.134545454545455,0.166285714285714,0.0931502806754546,0.26,0.5,0.26,0.5,14.4329896907216,0,11.4285714285714,0,11.4285714285714,0,88.5714285714286,0,88.5714285714286,88.5714285714286,0.395833333333333,0.345,0.260909090909091,0.336,0.269446054843244,0.93,0.72,0.75,0.93,50,0.5,0,0,0,0,50,1.83333333333333,58.3333333333333,0.375,0.125,0,0.166666666666667,0.25,0,0.75,0.5,0.416666666666667,1,0.25,0.25,0.5,0.25,1,0,0.416666666666667,12.5,70.8333333333333,16.6666666666667,40,0.166666666666667,45.6756756756757,16.0784262125895,54.3243243243243,120
50,"YEL","17",2018,18158,17.1,8.85,10.36,203,260,450,913,2.0625,1.95,2.51875,2.17708333333333,0.535273023927907,0.258888888888889,0.3125,0.3875,0.3172,0.126079340099796,0.36,0.44,0.74,0.74,6.86344052122741,0,28,0,28,0,72,0,72,72,0.4975,0.58125,0.39125,0.4924,0.214850335505129,0.79,1.05,0.78,1.05,4.16666666666667,0.91304347826087,0,0,12.5,4.16666666666667,87.5,0.916666666666667,16.6666666666667,0.125,0,0,0.0416666666666667,0.625,1.5,1.25,1.25,1.33333333333333,0,0,0,0,0,0,0.25,0.0833333333333333,0,54.1666666666667,45.8333333333333,51.6666666666667,0.166666666666667,81.5315315315315,12.0742651448392,18.4684684684685,80
51,"YEL","20",2018,18173,13.4,8.8,13.01,1987,1464,1064,4515,4.3875,4.8375,3.9375,4.3875,1.18809767568013,0.25625,0.206,0.210666666666667,0.225,0.113778537323854,0.56,0.4,0.32,0.56,19.5,0,13.0434782608696,0,13.0434782608696,8.69565217391304,73.9130434782609,4.34782608695652,86.9565217391304,73.9130434782609,0.2125,0.166666666666667,0.194666666666667,0.191739130434783,0.163493857823142,0.61,0.49,0.46,0.61,54.1666666666667,0.166666666666667,12.5,12.5,0,8.33333333333333,54.1666666666667,0.833333333333333,25,0.125,0.25,0.25,0.208333333333333,0.75,0,0,0,0,1,1.75,0.5,1.08333333333333,0.75,0.75,0.75,0.75,12.5,79.1666666666667,8.33333333333333,33.5416666666667,0.708333333333333,6.56370656370656,4.75447599813131,93.4362934362934,150
52,"YEL","25",2018,18187,15.7,8.12,11.67,432,293,220,945,1.0375,0.925,0.95,0.970833333333334,0.272634755937183,0.2325,0.1775,0.22,0.21,0.10210821199356,0.53,0.32,0.36,0.53,4.62301587301587,0,12.5,0,12.5,8.33333333333333,79.1666666666667,0,87.5,79.1666666666667,0.3025,0.41375,0.265,0.327083333333333,0.19068478808179,0.67,0.93,0.36,0.93,20.8333333333333,0.708333333333333,0,0,0,0,70.8333333333333,0.583333333333333,16.6666666666667,0,0,0,0,0.208333333333333,1,1.5,1.25,1.25,0,0,0,0,0,0.25,0,0.0833333333333333,0,70.8333333333333,29.1666666666667,47.5,0,98.1981981981982,1.77525072919719,1.8018018018018,50
53,"YEL","29",2018,18192,23.2,7.96,10.3,476,504,313,1293,1.575,3.675,2.7,2.65,1.22154570648972,0.22,0.298333333333333,0.168181818181818,0.231935483870968,0.0861169497384694,0.3,0.42,0.3,0.42,11.4255910987483,0,20.6896551724138,0,20.6896551724138,0,79.3103448275862,0,79.3103448275862,79.3103448275862,0.28,0.0827272727272727,0.25,0.191612903225806,0.186155790924225,0.68,0.18,0.67,0.68,25,0.375,12.5,25,12.5,16.6666666666667,37.5,1.25,41.6666666666667,0,0,0.125,0.0416666666666667,0.625,1,0.5,1,0.833333333333333,0,0,0.5,0.166666666666667,0.5,1.25,0.5,0.75,16.6666666666667,54.1666666666667,29.1666666666667,36.25,0.166666666666667,42.1171171171171,12.0789699540778,57.8828828828829,50
54,"YEL","33",2018,18204,13.1,7.91,12.12,251,307,178,736,1.9625,2.0625,1.8875,1.97083333333333,0.742193673696673,0.26,0.2125,0.2025,0.225,0.202956409969792,0.7,0.84,0.4,0.84,8.75925925925926,0,4.34782608695652,0,4.34782608695652,0,95.6521739130435,0,95.6521739130435,95.6521739130435,0.16125,0.125,0.13625,0.140833333333333,0.0870740148263017,0.29,0.25,0.28,0.29,41.6666666666667,0.291666666666667,37.5,12.5,12.5,20.8333333333333,41.6666666666667,1.75,58.3333333333333,0.375,0.625,0.5,0.5,1.16666666666667,0.5,0,0.75,0.416666666666667,0.75,0.25,1.25,0.75,0.75,0.25,0.75,0.583333333333333,37.5,54.1666666666667,8.33333333333333,25.4166666666667,1.20833333333333,7.80780780780781,6.18651888165032,92.1921921921922,60
55,"YEL","36",2018,18220,25.7,8.67,12.74,249,225,159,633,2.0375,1.6125,1.9375,1.8625,0.596957867568703,0.13125,0.227272727272727,0.148333333333333,0.171935483870968,0.177020137363685,0.24,0.86,0.42,0.86,10.8325515947467,7.14285714285714,3.57142857142857,0,10.7142857142857,3.57142857142857,82.1428571428571,3.57142857142857,89.2857142857143,82.1428571428571,0.1625,0.15,0.127272727272727,0.167741935483871,0.188001944625038,0.36,0.39,0.25,0.39,29.1666666666667,0.583333333333333,0,25,12.5,12.5,58.3333333333333,1.83333333333333,75,0.125,0.25,0,0.125,0.291666666666667,0.25,0.25,0,0.166666666666667,0.5,1,0.25,0.583333333333333,0.25,1,0.5,0.583333333333333,37.5,41.6666666666667,20.8333333333333,30.8333333333333,0.75,55.0675675675676,15.7597895843166,44.9324324324324,54
56,"YEL","39",2018,18199,12.5,8.5,10.3,477,537,484,1498,0.95,0.6875,1.1,0.9125,0.240131304661139,0.2825,0.305,0.46,0.349166666666667,0.359079943462596,0.42,0.4,2,2,2.61336515513127,0,100,0,100,0,0,0,0,100,0.07,0.1325,0.13,0.110833333333333,0.0626874002087145,0.14,0.29,0.19,0.29,0,0.208333333333333,0,0,12.5,4.16666666666667,75,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.75,0,1,0.583333333333333,8.33333333333333,91.6666666666667,0,32.7083333333333,0.541666666666667,80.1801801801802,11.2600123795615,19.8198198198198,50
57,"YEL","40",2018,18185,15.4,8.13,10.86,1173,674,1484,3331,7.5625,5.15,5.725,6.14583333333333,1.7788562927187,0.30375,0.2675,0.17125,0.2475,0.129129656102332,0.5,0.48,0.62,0.62,24.8316498316498,0,4.54545454545455,0,4.54545454545455,2.27272727272727,93.1818181818182,0,95.4545454545454,93.1818181818182,0.31,0.392666666666667,0.402666666666667,0.366458333333333,0.246218114542935,1.04,0.88,0.86,1.04,50,0.391304347826087,0,12.5,12.5,8.33333333333333,50,1.16666666666667,41.6666666666667,0,0,0.25,0.0833333333333333,0.333333333333333,0.5,1,0,0.5,0.75,1.75,0.25,0.916666666666667,0.75,0.25,0,0.333333333333333,12.5,87.5,0,33.3333333333333,0.208333333333333,61.6366366366366,15.1050028504172,38.3633633633634,150
58,"YEL","41",2018,18207,19.2,8.32,14.31,739,554,555,1848,3.075,2.7,3.18571428571429,2.97826086956522,0.838264723721314,0.275,0.233333333333333,0.190909090909091,0.234285714285714,0.136387978474164,0.62,0.52,0.5,0.62,12.7120890774125,2.94117647058824,5.88235294117647,0,8.8235294117647,14.7058823529412,76.4705882352941,0,91.1764705882353,76.4705882352941,0.146363636363636,0.31,0.27,0.242,0.171769339180055,0.26,0.86,0.5,0.86,37.5,0.416666666666667,0,37.5,12.5,16.6666666666667,41.6666666666667,2,75,0.125,0,0,0.0416666666666667,0,1,1,0,0.666666666666667,0,0,0,0,0.75,1,1,0.916666666666667,20.8333333333333,58.3333333333333,20.8333333333333,34.7916666666667,1.70833333333333,100,0,0,150
59,"YEL","52",2018,18143,14.3,8.66,9.94,214,276,882,1372,1.4125,1.9625,2.3,1.89166666666667,0.550822836401552,0.2,0.218,0.265,0.226923076923077,0.0787791460105644,0.28,0.4,0.38,0.4,8.33615819209039,0,11.5384615384615,0,11.5384615384615,19.2307692307692,69.2307692307692,0,88.4615384615385,69.2307692307692,0.58625,0.521,0.30375,0.474230769230769,0.208560266147185,0.99,0.95,0.42,0.99,29.1666666666667,0.708333333333333,0,0,0,0,70.8333333333333,2.54545454545455,75,0.5,0.75,0.875,0.708333333333333,0.416666666666667,0.5,0,0,0.166666666666667,0.25,1.25,0.25,0.583333333333333,0,0,0.25,0.0833333333333333,4.16666666666667,75,20.8333333333333,39.125,0.833333333333333,7.43243243243243,5.11903755158579,92.5675675675676,50
60,"YEL","56",2018,18220,18,8.33,12.17,531,357,664,1552,3.8125,2.6875,2.7375,3.07916666666667,0.933427143318671,0.31,0.168181818181818,0.266666666666667,0.250571428571429,0.178060512799687,0.74,0.26,0.72,0.74,12.2885784872672,0,0,0,0,3.33333333333333,96.6666666666667,0,100,96.6666666666667,0.115454545454545,0.29,0.240909090909091,0.197714285714286,0.203152879470055,0.45,0.94,0.57,0.94,33.3333333333333,0.458333333333333,25,0,12.5,12.5,45.8333333333333,1.5,50,0.125,0.25,0.375,0.25,0.583333333333333,0.25,1,0.5,0.583333333333333,0.25,0,0.25,0.166666666666667,1.5,0,0.75,0.75,29.1666666666667,45.8333333333333,25,31.875,0.833333333333333,53.7537537537538,15.9208359037148,46.2462462462462,150
61,"YEL","57",2018,18144,20,8.62,9.92,234,234,234,702,1.5375,1.525,1.125,1.39583333333333,0.329002665070038,0.25375,0.26,0.33625,0.283333333333333,0.0844247370850751,0.36,0.4,0.46,0.46,4.92647058823529,0,29.1666666666667,8.33333333333333,37.5,12.5,50,0,62.5,50,0.42125,0.43375,0.23375,0.362916666666667,0.15894979154401,0.67,0.72,0.44,0.72,16.6666666666667,0.75,0,0,0,0,75,1,33.3333333333333,0,0,0,0,0.0833333333333333,1,2,1,1.33333333333333,0,0,0,0,0.25,0.25,0.5,0.333333333333333,16.6666666666667,83.3333333333333,0,25.4166666666667,0.333333333333333,74.3243243243243,12.9579740279525,25.6756756756757,50
62,"YEL","65",2018,18187,13.9,8.73,12.13,692,484,418,1594,2,1.7,1.6875,1.79583333333333,0.388395995441975,0.168333333333333,0.203333333333333,0.211666666666667,0.194444444444445,0.0713319982073539,0.3,0.3,0.32,0.32,9.23571428571428,0,2.77777777777778,0,2.77777777777778,2.77777777777778,94.4444444444444,0,97.2222222222222,94.4444444444444,0.374166666666667,0.34,0.291666666666667,0.335277777777778,0.222703981760685,0.75,0.8,0.88,0.88,37.5,0.583333333333333,0,0,0,0,58.3333333333333,1.6,33.3333333333333,0,0,0,0,0.0434782608695652,0.25,0.25,0,0.181818181818182,0,0,0.333333333333333,0.0909090909090909,1.25,1.25,0,0.909090909090909,0,83.3333333333333,16.6666666666667,41.4583333333333,1,100,0,0,72
63,"YEL","73",2018,18144,14.9,8.61,12.52,717,717,717,2151,3.225,2.575,2.95,2.91666666666667,0.585822845062479,0.475555555555556,0.385,0.456,0.441481481481481,0.129606021456261,0.68,0.64,0.66,0.68,6.60654362416108,0,29.6296296296296,0,29.6296296296296,11.1111111111111,59.2592592592593,0,70.3703703703704,59.2592592592593,0.307777777777778,0.655,0.257,0.391851851851852,0.29929451711852,0.71,1.23,0.6,1.23,8.33333333333333,0.909090909090909,0,0,0,0,83.3333333333333,1.33333333333333,41.6666666666667,0,0.125,0,0.0416666666666667,0.458333333333333,0.5,0.25,1,0.583333333333333,0.25,0.75,0,0.333333333333333,1,0.75,1.75,1.16666666666667,12.5,75,12.5,36.875,0.416666666666667,92.3423423423423,8.32120329293932,7.65765765765767,120
64,"YEL","77",2018,18184,21.2,8.31,11.61,663,412,529,1604,2.5125,3.35,2.65,2.8375,0.938922833334307,0.313846153846154,0.390909090909091,0.215555555555556,0.312727272727273,0.131298151340583,0.4,0.62,0.38,0.62,9.0734011627907,3.2258064516129,3.2258064516129,0,6.45161290322581,0,87.0967741935484,6.45161290322581,93.5483870967742,87.0967741935484,0.379166666666667,0.282727272727273,0.461111111111111,0.361515151515152,0.278670069393463,0.86,1.12,0.94,1.12,45.8333333333333,0.347826086956522,12.5,37.5,0,16.6666666666667,45.8333333333333,0.916666666666667,25,0.125,0,0,0.0416666666666667,0.208333333333333,0,0,0,0,0,0,0.75,0.25,0.75,1.75,0,0.833333333333333,8.33333333333333,62.5,29.1666666666667,48.75,0.5,94.0690690690691,7.93840374182707,5.93093093093093,56
65,"YEL","80",2018,18178,18.3,9.03,11.55,570,720,392,1682,4.0375,3.2125,2.825,3.35833333333333,1.28635537272075,0.223636363636364,0.222727272727273,0.186666666666667,0.210294117647059,0.140442704679462,0.54,0.5,0.4,0.54,15.969696969697,0,32.3529411764706,0,32.3529411764706,2.94117647058824,64.7058823529412,0,67.6470588235294,64.7058823529412,0.149,0.087,0.136363636363636,0.12,0.116280746992837,0.47,0.27,0.26,0.47,16.6666666666667,0.291666666666667,50,50,37.5,45.8333333333333,45.8333333333333,0.583333333333333,16.6666666666667,0.625,0.75,0.125,0.5,0.958333333333333,0.5,0.25,0.25,0.333333333333333,1.5,1,1,1.16666666666667,1.5,2,0.5,1.33333333333333,37.5,41.6666666666667,20.8333333333333,32.2916666666667,0.666666666666667,9.77742448330684,8.20204965470976,90.2225755166932,150
66,"YEL","82",2018,18199,17.9,8.21,12.86,630,515,818,1963,3.6125,3.9625,3.925,3.83333333333333,1.05115533401676,0.446875,0.220714285714286,0.227857142857143,0.305227272727273,0.224431982096442,1.08,0.62,0.44,1.08,12.5589476296848,0,4.54545454545455,2.27272727272727,6.81818181818182,0,93.1818181818182,0,93.1818181818182,93.1818181818182,0.178,0.306153846153846,0.235384615384615,0.232272727272727,0.225675870018636,0.89,0.78,0.63,0.89,41.6666666666667,0.291666666666667,50,12.5,12.5,25,41.6666666666667,1,25,0.25,0,0,0.0833333333333333,0.541666666666667,0.75,0.25,0,0.333333333333333,0,0.25,1,0.416666666666667,2,1,0.75,1.25,54.1666666666667,29.1666666666667,16.6666666666667,24.875,0.208333333333333,33.3863275039746,12.3898354061051,66.6136724960254,80
